,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_z,fare_z
456,0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,2.728012472074944,-0.11167166653646252
457,1,1,female,29.64209269662921,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,-5.482138488753303e-16,0.39794644953841574
458,1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,1.570698869490124,-0.434807301618015
459,0,3,male,29.64209269662921,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,-5.482138488753303e-16,-0.49017322040145855
460,1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,1.4163903891454814,-0.11167166653646252
461,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0.33623102673298266,-0.4841333019887193
462,0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,1.3392361489731601,0.12891841690431952
463,0,2,male,48.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1.4163903891454814,-0.38447464817852084
464,0,3,male,29.64209269662921,0,0,8.05,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.4841333019887193
465,0,3,male,38.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,0.644847987422268,-0.5042663633645169
466,0,2,male,29.64209269662921,0,0,0.0,S,Second,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.6462044460638905
467,0,1,male,56.0,0,0,26.55,S,First,man,True,,Southampton,no,True,2.0336243105240523,-0.11167166653646252
468,0,3,male,29.64209269662921,0,0,7.725,Q,Third,man,True,,Queenstown,no,True,-5.482138488753303e-16,-0.4906765469358535
469,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,-2.2291474589967017,-0.25847591017036636
470,0,3,male,29.64209269662921,0,0,7.25,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.5002397510893574
471,0,3,male,38.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,0.644847987422268,-0.4718018018960432
472,1,2,female,33.0,1,2,27.75,S,Second,woman,False,,Southampton,yes,False,0.25907678656066135,-0.08751199288550533
473,1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,-0.5124656151625521,-0.36853530348730185
474,0,3,female,22.0,0,0,9.8375,S,Third,woman,False,,Southampton,no,True,-0.5896198553348734,-0.448145454779481
475,0,1,male,29.64209269662921,0,0,52.0,S,First,man,True,A,Southampton,no,True,-5.482138488753303e-16,0.40071474547758795
476,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,0.33623102673298266,-0.22341015717213955
477,0,3,male,29.0,1,0,7.0458,S,Third,man,True,,Southampton,no,False,-0.04954017412862403,-0.5043509222222953
478,0,3,male,22.0,0,0,7.5208,S,Third,man,True,,Southampton,no,True,-0.5896198553348734,-0.49478771806879135
479,1,3,female,2.0,0,1,12.2875,S,Third,child,False,,Southampton,yes,False,-2.1327046587813,-0.39881945440877664
480,0,3,male,9.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,-1.592624977575051,0.29803613246101984
481,0,2,male,29.64209269662921,0,0,0.0,S,Second,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.6462044460638905
482,0,3,male,50.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1.570698869490124,-0.4841333019887193
483,1,3,female,63.0,0,0,9.5875,S,Third,woman,False,,Southampton,yes,True,2.5737039917303015,-0.4531787201234304
484,1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,-0.3581571348179094,1.1874986775946599
485,0,3,female,29.64209269662921,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,-5.482138488753303e-16,-0.13348181192486414
486,1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,0.413385266905304,1.1657710777578991
487,0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,2.187932790868695,-0.04825252320269991
488,0,3,male,30.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0.027614066043697313,-0.4841333019887193
489,1,3,male,9.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,-1.592624977575051,-0.32608877018870763
490,0,3,male,29.64209269662921,1,0,19.9667,S,Third,man,True,,Southampton,no,False,-5.482138488753303e-16,-0.24421364949175128
491,0,3,male,21.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,-0.6667740955071948,-0.5002397510893574
492,0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,1.9564700703517308,-0.032146074102061765
493,0,1,male,71.0,0,0,49.5042,C,First,man,True,,Cherbourg,no,True,3.190937913108872,0.3504666508958721
494,0,3,male,21.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,-0.6667740955071948,-0.4841333019887193
495,0,3,male,29.64209269662921,0,0,14.4583,C,Third,man,True,,Cherbourg,no,True,-5.482138488753303e-16,-0.3551146047741951
496,1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,1.8793158301794095,0.9295438287172524
497,0,3,male,29.64209269662921,0,0,15.1,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.3421952192893457
498,0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,-0.3581571348179094,2.404961005438245
499,0,3,male,24.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,-0.43531137499023076,-0.489251126190447
500,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,-0.9753910561964801,-0.4718018018960432
501,0,3,female,21.0,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,-0.6667740955071948,-0.49017322040145855
502,0,3,female,29.64209269662921,0,0,7.6292,Q,Third,woman,False,,Queenstown,no,True,-5.482138488753303e-16,-0.4926052942156549
503,0,3,female,37.0,0,0,9.5875,S,Third,woman,False,,Southampton,no,True,0.5676937472499467,-0.4531787201234304
504,1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,-1.0525452963688016,1.0953053629426073
505,0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,-0.8982368160241588,1.546285937760475
506,1,2,female,33.0,0,2,26.0,S,Second,woman,False,,Southampton,yes,False,0.25907678656066135,-0.12274485029315124
507,1,1,male,29.64209269662921,0,0,26.55,S,First,man,True,,Southampton,yes,True,-5.482138488753303e-16,-0.11167166653646252
508,0,3,male,28.0,0,0,22.525,S,Third,man,True,,Southampton,no,True,-0.12669441430094538,-0.19270723857404815
509,1,3,male,26.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,-0.28100289464558803,0.4912289628108992
510,1,3,male,29.0,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,-0.04954017412862403,-0.49017322040145855
511,0,3,male,29.64209269662921,0,0,8.05,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.4841333019887193
512,1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,0.49053950707762534,-0.1169565951476094
513,1,1,female,54.0,1,0,59.4,C,First,woman,False,,Cherbourg,yes,False,1.8793158301794095,0.5496993996584907
514,0,3,male,24.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,-0.43531137499023076,-0.49529104460318635
515,0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,1.3392361489731601,0.03873840838984667
516,1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,0.33623102673298266,-0.434807301618015
517,0,3,male,29.64209269662921,0,0,24.15,Q,Third,man,True,,Queenstown,no,True,-5.482138488753303e-16,-0.15999101383837694
518,1,2,female,36.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,0.49053950707762534,-0.12274485029315124
519,0,3,male,32.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0.18192254638834,-0.48723782005286725
520,1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,0.027614066043697313,1.236236792573191
521,0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-0.5896198553348734,-0.48723782005286725
522,0,3,male,29.64209269662921,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,-5.482138488753303e-16,-0.5007430776237524
523,1,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,1.1077734284561962,0.5210943460557573
524,0,3,male,29.64209269662921,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,-5.482138488753303e-16,-0.500658518765974
525,0,3,male,40.5,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0.8377335878530714,-0.49017322040145855
526,1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,1.570698869490124,-0.434807301618015
527,0,1,male,29.64209269662921,0,0,221.7792,S,First,man,True,C,Southampton,no,True,-5.482138488753303e-16,3.8188897994114144
528,0,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,0.7220022275945894,-0.48664993466069395
529,0,2,male,23.0,2,1,11.5,S,Second,man,True,,Southampton,no,False,-0.5124656151625521,-0.41467424024221733
530,1,2,female,2.0,1,1,26.0,S,Second,child,False,,Southampton,yes,False,-2.1327046587813,-0.12274485029315124
531,0,3,male,29.64209269662921,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,-5.482138488753303e-16,-0.500658518765974
532,0,3,male,17.0,1,1,7.2292,C,Third,man,True,,Cherbourg,no,False,-0.9753910561964801,-0.500658518765974
533,1,3,female,29.64209269662921,0,2,22.3583,C,Third,woman,False,,Cherbourg,yes,False,-5.482138488753303e-16,-0.19606341990539358
534,0,3,female,30.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,0.027614066043697313,-0.4718018018960432
535,1,2,female,7.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,-1.7469334579196936,-0.11771158494920184
536,0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,1.1849276686285175,-0.11167166653646252
537,1,1,female,30.0,0,0,106.425,C,First,woman,False,,Cherbourg,yes,True,0.027614066043697313,1.4964566108553758
538,0,3,male,29.64209269662921,0,0,14.5,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.35427505611482435
539,1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,-0.5896198553348734,0.3503820920380938
540,1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,0.49053950707762534,0.7832429116177435
541,0,3,female,9.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,-1.592624977575051,-0.016542951535818605
542,0,3,female,11.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,-1.438316497230408,-0.016542951535818605
543,1,2,male,32.0,1,0,26.0,S,Second,man,True,,Southampton,yes,False,0.18192254638834,-0.12274485029315124
544,0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,1.570698869490124,1.4964566108553758
545,0,1,male,64.0,0,0,26.0,S,First,man,True,,Southampton,no,True,2.650858231902623,-0.12274485029315124
546,1,2,female,19.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,-0.8210825758518374,-0.12274485029315124
547,1,2,male,29.64209269662921,0,0,13.8625,C,Second,man,True,,Cherbourg,yes,True,-5.482138488753303e-16,-0.3671098827418954
548,0,3,male,33.0,1,1,20.525,S,Third,man,True,,Southampton,no,False,0.25907678656066135,-0.23297336132564347
549,1,2,male,8.0,1,1,36.75,S,Second,child,False,,Southampton,yes,False,-1.6697792177473723,0.09368555949667362
550,1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,-0.9753910561964801,1.5862158383870948
551,0,2,male,27.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,-0.20384865447326672,-0.12274485029315124
552,0,3,male,29.64209269662921,0,0,7.8292,Q,Third,man,True,,Queenstown,no,True,-5.482138488753303e-16,-0.4885786819404954
553,1,3,male,22.0,0,0,7.225,C,Third,man,True,,Cherbourg,yes,True,-0.5896198553348734,-0.5007430776237524
554,1,3,female,22.0,0,0,7.775,S,Third,woman,False,,Southampton,yes,True,-0.5896198553348734,-0.48966989386706367
555,0,1,male,62.0,0,0,26.55,S,First,man,True,,Southampton,no,True,2.4965497515579798,-0.11167166653646252
556,1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,1.4163903891454814,0.151064784417697
557,0,1,male,29.64209269662921,0,0,227.525,C,First,man,True,,Cherbourg,no,True,-5.482138488753303e-16,3.9345703434644728
558,1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,0.7220022275945894,0.9573938925183935
559,1,3,female,36.0,1,0,17.4,S,Third,woman,False,,Southampton,yes,False,0.49053950707762534,-0.29588917812501114
560,0,3,male,29.64209269662921,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,-5.482138488753303e-16,-0.49017322040145855
561,0,3,male,40.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0.7991564677669107,-0.48723782005286725
562,0,2,male,28.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,-0.12669441430094538,-0.374408117490622
563,0,3,male,29.64209269662921,0,0,8.05,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.4841333019887193
564,0,3,female,29.64209269662921,0,0,8.05,S,Third,woman,False,,Southampton,no,True,-5.482138488753303e-16,-0.4841333019887193
565,0,3,male,24.0,2,0,24.15,S,Third,man,True,,Southampton,no,False,-0.43531137499023076,-0.15999101383837694
566,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-0.8210825758518374,-0.48723782005286725
567,0,3,female,29.0,0,4,21.075,S,Third,woman,False,,Southampton,no,False,-0.04954017412862403,-0.22190017756895475
568,0,3,male,29.64209269662921,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,-5.482138488753303e-16,-0.500658518765974
569,1,3,male,32.0,0,0,7.8542,S,Third,man,True,,Southampton,yes,True,0.18192254638834,-0.4880753554061005
570,1,2,male,62.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,2.4965497515579798,-0.434807301618015
571,1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,1.8021615900070882,0.3902294471130725
572,1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,0.49053950707762534,-0.11494328901002966
573,1,3,female,29.64209269662921,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,-5.482138488753303e-16,-0.49017322040145855
574,0,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,-1.0525452963688016,-0.4841333019887193
575,0,3,male,19.0,0,0,14.5,S,Third,man,True,,Southampton,no,True,-0.8210825758518374,-0.35427505611482435
576,1,2,female,34.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,0.33623102673298266,-0.38447464817852084
577,1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,0.7220022275945894,0.47923368484319884
578,0,3,female,29.64209269662921,1,0,14.4583,C,Third,woman,False,,Cherbourg,no,False,-5.482138488753303e-16,-0.3551146047741951
579,1,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,0.18192254638834,-0.48664993466069395
580,1,2,female,25.0,1,1,30.0,S,Second,woman,False,,Southampton,yes,False,-0.3581571348179094,-0.0422126047899606
581,1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,0.7220022275945894,1.5862158383870948
582,0,2,male,54.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,1.8793158301794095,-0.12274485029315124
583,0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,0.49053950707762534,0.16163464163999072
584,0,3,male,29.64209269662921,0,0,8.7125,C,Third,man,True,,Cherbourg,no,True,-5.482138488753303e-16,-0.4707951488272534
585,1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,-0.8982368160241588,0.9573938925183935
586,0,2,male,47.0,0,0,15.0,S,Second,man,True,,Southampton,no,True,1.3392361489731601,-0.34420852542692554
587,1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,2.3422412712133376,0.9483340148992845
588,0,3,male,22.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,-0.5896198553348734,-0.4841333019887193
589,0,3,male,29.64209269662921,0,0,8.05,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.4841333019887193
590,0,3,male,35.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,0.413385266905304,-0.5027563837613321
591,1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,1.725007349834767,0.9295438287172524
592,0,3,male,47.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,1.3392361489731601,-0.5002397510893574
593,0,3,female,29.64209269662921,0,2,7.75,Q,Third,woman,False,,Queenstown,no,False,-5.482138488753303e-16,-0.49017322040145855
594,0,2,male,37.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,0.5676937472499467,-0.12274485029315124
595,0,3,male,36.0,1,1,24.15,S,Third,man,True,,Southampton,no,False,0.49053950707762534,-0.15999101383837694
596,1,2,female,29.64209269662921,0,0,33.0,S,Second,woman,False,,Southampton,yes,True,-5.482138488753303e-16,0.01818657933743239
597,0,3,male,49.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,1.4935446293178027,-0.6462044460638905
598,0,3,male,29.64209269662921,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,-5.482138488753303e-16,-0.5007430776237524
599,1,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,1.4935446293178027,0.4999546316111698
600,1,2,female,24.0,2,1,27.0,S,Second,woman,False,,Southampton,yes,False,-0.43531137499023076,-0.10261178891735358
601,0,3,male,29.64209269662921,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.48723782005286725
602,0,1,male,29.64209269662921,0,0,42.4,S,First,man,True,,Southampton,no,True,-5.482138488753303e-16,0.20743735626993037
603,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1.1077734284561962,-0.4841333019887193
604,1,1,male,35.0,0,0,26.55,C,First,man,True,,Cherbourg,yes,True,0.413385266905304,-0.11167166653646252
605,0,3,male,36.0,1,0,15.55,S,Third,man,True,,Southampton,no,False,0.49053950707762534,-0.3331353416702368
606,0,3,male,30.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0.027614066043697313,-0.48723782005286725
607,1,1,male,27.0,0,0,30.5,S,First,man,True,,Southampton,yes,True,-0.20384865447326672,-0.032146074102061765
608,1,2,female,22.0,1,2,41.5792,C,Second,woman,False,,Cherbourg,yes,False,-0.5896198553348734,0.1909121394926757
609,1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,0.7991564677669107,2.443465485319458
610,0,3,female,39.0,1,5,31.275,S,Third,woman,False,,Southampton,no,False,0.7220022275945894,-0.016542951535818605
611,0,3,male,29.64209269662921,0,0,7.05,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.5042663633645169
612,1,3,female,29.64209269662921,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,-5.482138488753303e-16,-0.33414199473902667
613,0,3,male,29.64209269662921,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,-5.482138488753303e-16,-0.49017322040145855
614,0,3,male,35.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0.413385266905304,-0.4841333019887193
615,1,2,female,24.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,-0.43531137499023076,0.6624445433629575
616,0,3,male,34.0,1,1,14.4,S,Third,man,True,,Southampton,no,False,0.33623102673298266,-0.3562883622524042
617,0,3,female,26.0,1,0,16.1,S,Third,woman,False,,Southampton,no,False,-0.28100289464558803,-0.3220621579135481
618,1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,-1.9783961784366575,0.13898494759221836
619,0,2,male,26.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,-0.28100289464558803,-0.434807301618015
620,0,3,male,27.0,1,0,14.4542,C,Third,man,True,,Cherbourg,no,False,-0.20384865447326672,-0.3551971503258359
621,1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,0.9534649481115534,0.41187248809205507
622,1,3,male,20.0,1,1,15.7417,C,Third,man,True,,Cherbourg,yes,False,-0.7439283356795161,-0.3292758338044964
623,0,3,male,21.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,-0.6667740955071948,-0.4880753554061005
624,0,3,male,21.0,0,0,16.1,S,Third,man,True,,Southampton,no,True,-0.6667740955071948,-0.3220621579135481
625,0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,2.419395511385659,0.004512204050990585
626,0,2,male,57.0,0,0,12.35,Q,Second,man,True,,Queenstown,no,True,2.1107785506963737,-0.3975611380727893
627,1,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,-0.6667740955071948,0.9233347925889563
628,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-0.28100289464558803,-0.48723782005286725
629,0,3,male,29.64209269662921,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,-5.482138488753303e-16,-0.4905094425264344
630,1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,3.885326074659764,-0.0422126047899606
631,0,3,male,51.0,0,0,7.0542,S,Third,man,True,,Southampton,no,True,1.6478531096624456,-0.5041818045067386
632,1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,0.18192254638834,-0.032146074102061765
633,0,1,male,29.64209269662921,0,0,0.0,S,First,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.6462044460638905
634,0,3,female,9.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,-1.592624977575051,-0.08449203367913571
635,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,-0.12669441430094538,-0.38447464817852084
636,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,0.18192254638834,-0.48664993466069395
637,0,2,male,31.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,0.10476830621601865,-0.11771158494920184
638,0,3,female,41.0,0,5,39.6875,S,Third,woman,False,,Southampton,no,False,0.876310707939232,0.15282642728807924
639,0,3,male,29.64209269662921,1,0,16.1,S,Third,man,True,,Southampton,no,False,-5.482138488753303e-16,-0.3220621579135481
640,0,3,male,20.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,-0.7439283356795161,-0.4880753554061005
641,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,-0.43531137499023076,0.7490167072788875
642,0,3,female,2.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,-2.1327046587813,-0.08449203367913571
643,1,3,male,29.64209269662921,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,-5.482138488753303e-16,0.4912289628108992
644,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,-2.2291474589967017,-0.25847591017036636
645,1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,1.4163903891454814,0.8985892468519636
646,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-0.8210825758518374,-0.48723782005286725
647,1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,2.0336243105240523,0.06851923277692655
648,0,3,male,29.64209269662921,0,0,7.55,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.4941998326766181
649,1,3,female,23.0,0,0,7.55,S,Third,woman,False,,Southampton,yes,True,-0.5124656151625521,-0.4941998326766181
650,0,3,male,29.64209269662921,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.48723782005286725
651,1,2,female,18.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False,-0.8982368160241588,-0.18314403442054422
652,0,3,male,21.0,0,0,8.4333,S,Third,man,True,,Southampton,no,True,-0.6667740955071948,-0.47641629956337606
653,1,3,female,29.64209269662921,0,0,7.8292,Q,Third,woman,False,,Queenstown,yes,True,-5.482138488753303e-16,-0.4885786819404954
654,0,3,female,18.0,0,0,6.75,Q,Third,woman,False,,Queenstown,no,True,-0.8982368160241588,-0.5103062817772562
655,0,2,male,24.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,-0.43531137499023076,0.8335755650572377
656,0,3,male,29.64209269662921,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.48723782005286725
657,0,3,female,32.0,1,1,15.5,Q,Third,woman,False,,Queenstown,no,False,0.18192254638834,-0.33414199473902667
658,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,-0.5124656151625521,-0.38447464817852084
659,0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,2.187932790868695,1.6343680812795898
660,1,1,male,50.0,2,0,133.65,S,First,man,True,,Southampton,yes,False,1.570698869490124,2.044579206811467
661,0,3,male,40.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,0.7991564677669107,-0.5007430776237524
662,0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,1.3392361489731601,-0.1310497381106678
663,0,3,male,36.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,0.49053950707762534,-0.49529104460318635
664,1,3,male,20.0,1,0,7.925,S,Third,man,True,,Southampton,yes,False,-0.7439283356795161,-0.48664993466069395
665,0,2,male,32.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,0.18192254638834,0.8335755650572377
666,0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,-0.3581571348179094,-0.38447464817852084
667,0,3,male,29.64209269662921,0,0,7.775,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.48966989386706367
668,0,3,male,43.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1.0306191882838747,-0.4841333019887193
669,1,1,female,29.64209269662921,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,-5.482138488753303e-16,0.40071474547758795
670,1,2,female,40.0,1,1,39.0,S,Second,woman,False,,Southampton,yes,False,0.7991564677669107,0.13898494759221836
671,0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,0.10476830621601865,0.40071474547758795
672,0,2,male,70.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,3.1137836729365507,-0.434807301618015
673,1,2,male,31.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,0.10476830621601865,-0.38447464817852084
674,0,2,male,29.64209269662921,0,0,0.0,S,Second,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.6462044460638905
675,0,3,male,18.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,-0.8982368160241588,-0.48966989386706367
676,0,3,male,24.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,-0.39673425490407005,-0.4841333019887193
677,1,3,female,18.0,0,0,9.8417,S,Third,woman,False,,Southampton,yes,True,-0.8982368160241588,-0.4480608959217026
678,0,3,female,43.0,1,6,46.9,S,Third,woman,False,,Southampton,no,False,1.0306191882838747,0.29803613246101984
679,1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,0.49053950707762534,9.668550782149426
680,0,3,female,29.64209269662921,0,0,8.1375,Q,Third,woman,False,,Queenstown,no,True,-5.482138488753303e-16,-0.482371659118337
681,1,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True,-0.20384865447326672,0.8985892468519636
682,0,3,male,20.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,-0.7439283356795161,-0.460476954872157
683,0,3,male,14.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,-1.2068537767134442,0.29803613246101984
